1.1612096,0.9238374
1.0076753,0.8895568
1.0525336,0.8298333
1.0667862,0.9804945
1.1954919,1.1564146
1.0611163,1.1641426
0.9658497,1.1899322
0.9181092,0.9344843
0.93019545,1.1561356
1.0759925,1.1786791
1.1782691,0.83861095
1.0349756,0.96166146
0.917511,1.0097181
1.0910473,0.9286702
1.1582624,1.0610375
1.0185351,1.11677
1.1174854,1.0066265
1.1670697,0.81294686
0.8659357,1.0230335
1.1269025,0.9892536
0.90678716,0.83622086
0.871429,0.8577729
0.9648615,1.0372016
0.92871785,1.1616724
1.1407427,0.8939931
1.1300999,1.0638796
1.1927408,0.8348433
0.84240276,1.0912135
0.995292,1.1327703
0.96396065,1.0872077
0.9220364,0.96918565
1.1495757,1.138161
1.0463701,1.158432
0.96638453,0.94968355
0.8663278,0.8578696
1.1550784,1.0194845
1.0625823,0.8708608
0.9068781,1.1994007
1.1002455,1.0925646
0.8375427,0.9575083
1.092898,1.0895206
0.9607531,0.900127
0.86045355,0.9010015
0.9934183,0.8229125
0.8244498,1.0792242
1.1675545,1.0281044
1.182259,0.8416361
1.1238614,1.0381222
0.86638075,1.1053283
1.0112022,0.8896526
1.1010323,1.1435777
1.1478716,0.91143113
0.98404706,1.0987605
0.89253587,0.8461381
1.1097385,1.1743383
1.0465468,1.0140066
1.1637362,1.1999618
0.93018895,1.1434155
1.013483,0.92538124
0.9523116,0.9912196
0.9314265,1.1769928
1.1784518,1.1908944
0.85908735,1.1503677
0.9934585,0.8165376
0.97996825,1.0767287
0.991017,1.0209326
0.84231913,0.87342566
0.98832554,1.1505193
0.87742954,0.96923804
1.0872368,0.88230354
1.0075119,1.0046811
0.8549184,1.1592423
1.0352074,0.88411087
1.0927534,1.1820323
0.9539151,1.157721
0.9607699,1.0757965
1.007864,1.0136783
1.1291016,0.887941
0.85023,1.058572
1.1843127,1.1552682
1.1775092,0.9717307
0.81711316,0.83979213
1.0333908,0.9682068
0.9930277,0.87794065
0.9439072,0.9475206
0.8366903,1.1899655
1.1297644,0.91050744
1.1651133,1.097231
0.89734674,0.9835018
0.9507484,1.0051495
0.9865486,1.0050395
0.89040506,0.9081828
1.0946724,0.9314339
0.9538615,0.9085761
1.1382587,0.8489125
1.0827599,1.1291268
0.8897348,0.9051486
0.9463812,0.927876
0.8578025,1.0744215
1.0201054,1.043424
0.9878754,1.0494492
1.0625314,1.036675
1.053753,0.9290914
0.89983505,0.8399978
1.0999234,0.98328435
1.0962163,0.83860195
0.9750353,1.1821607
1.1562179,1.0206608
1.1645389,0.95151144
0.9710157,1.0404246
1.0713577,1.0564713
0.83297527,1.1090391
0.9885981,0.93323374
0.8910713,1.1965766
1.0323222,0.8171455
1.1381587,0.9001934
1.1236737,1.1058704
0.887308,0.8803847
1.1902612,0.91835713
0.9299517,1.0318317
0.8525251,1.1527883
0.93866265,0.94785464
1.1214578,1.016926
1.0910003,1.0373075
0.9028714,0.9284973
0.9007322,1.1079186
1.0175112,0.9063841
0.9453593,1.0573931
0.9365776,0.9590821
0.914484,1.1985945
0.82322574,0.90758586
0.8561308,0.84211385
0.9807491,0.95671624
0.9954066,1.1915559
0.8495049,1.0718567
0.91335195,0.9657287
0.9730817,1.1657748
1.1187152,1.008156
1.1693445,1.1100944
0.9806743,1.1072348
1.0871812,0.93423593
1.1189568,0.9279974
1.1921275,1.0561609
1.1158614,0.8155756
1.0844194,1.01773
1.1125987,1.106686
0.986032,1.1053252
1.1141167,0.9830255
0.8072575,1.1747713
1.129915,0.89245296
0.22559404,0.29804504
0.05592072,0.11502814
0.106031656,0.2504696
0.00965178,0.052348465
0.28765273,0.43741208
0.45071116,0.22502029
0.45612925,0.08930072
0.43405503,0.22874504
0.32387632,0.053370327
0.0703018,0.22962067
0.3966451,0.17617002
0.10204947,0.44949767
0.03584194,0.044065326
0.0438855,0.097830266
0.34012753,0.14890882
0.4067777,0.017031968
0.22964993,0.30823395
0.39543623,0.024002582
0.07711032,0.3983991
0.11660403,0.40381232
0.2912579,0.3518442
0.4657935,0.15412751
0.03706658,0.3962395
0.4731589,0.013401061
0.38164026,0.29245678
0.1690853,0.24062541
0.06190458,0.002064973
0.214474,0.21898907
0.497632,0.32397622
